PART_NO,PART_DESC,PR CODE,SELLING PRICE
BH401004,"NUMBER PLATE LIGHT WITH LAMP
",3W,  190 
BH401400,SWITCH -REVERSE(1 POLE COUP N),3W,  170 
BH401401,SWITCH CONTROL RH,3W,"  1,250 "
BH402220,ASSEMBLY FUSE BOX BLADE TYPE FL,3W,  240 
BH402600,TANK UNIT,3W,"  1,130 "
CB111008,CAP - SPARK PLUG,3W,  320 
CB121044,SPRING,3W,  65 
CB121046,SCREW,3W,  40 
CB161105,NUT  CLIP,3W,  15 
CD101008,CYL.BLOCK PISTON[5P],3W,"  6,260 "
CD101024,PISTON ASSLY FOR ESCORTS,3W,"  3,860 "
CD101079,GASKET FOR CYL BLOCK,3W,  70 
CD101080,GASKET FOR G.S.HSG,3W,  60 
CD101082,CRANK SHAFT ASSY,3W,"  7,660 "
CD101102,KICK BUFFER,3W,  130 
CD111004,PICK UP COIL,3W,  540 
CD111005,FAN,3W,  570 
CD201029,CONTROL SWITCH RH,3W,"  1,710 "
CE181015,NUT -CLIP:M4X0.7-FR BLNK ON H'BAR COV-FR,3W,  40 
CM191049,SPRING CLIP,3W,  30 
CM201054,"LAMP :- 12V - 2W, WITHOUT CAP",3W,  80 
CS141006,CAP FOR PLASTIC PETROL TANK,3W,  290 
CX141045,SPACER,3W,  145 
CX141046,O'RING,3W,  10 
DB111007,SPARK  PLUG  CAP,3W,  890 
DD101211,SPRING STIFFER,3W,  160 
DD141227,BOLT-FLANGE HEX.WITH NUT PHILIPS HEAD SOCKET,3W,  30 
DG201084,FUSE :- 30 AMPS (BLADE TYPE),3W,  70 
DH101275,NUT SPECIAL,3W,  40 
DH101795,CLUTCH LIFTER BEARING,3W,  710 
DH121086,SPRING (CO),3W,  50 
DH121087,WASHER,3W,  50 
DH121088,RING - O,3W,  50 
DH121130,O RING,3W,  155 
DI3W001,STARTOR MOTOTER BOLT,3W,"  1,563 "
DI3W002,WASHER,3W,  688 
DI3W003,PIN SET,3W,  475 
DI3W004,BREAK ADJUSTER SET,3W,"  1,250 "
DI3W005,FUSE BOX ASSY,3W,"  1,250 "
DI3W006,STARTER MOTOR REP. KIT,3W,  500 
DI3W007,CHOKE CABLE ASSY (3P),3W,  275 
DI3W008,WIRING HARNESS KIT (3P),3W,  25 
DI3W009,FUEL TUBE,3W,  563 
DI3W011,SIDE MIRROR SET,3W,  406 
DI3W012,HAND BREAK REP. KIT,3W,  344 
DI3W013,BODY BELT,3W,  250 
DI3W014,BOLT,3W,  100 
DI3W015,FUSE BOX,3W,  275 
DI3W016,PIN,3W,  413 
DI3W017,SWITCH LH,3W,  125 
DI3W018,CUPSET,3W,  6 
DI3W019,BALL SET,3W,  250 
DI3W020,MASTER PUMP,3W,  813 
DI3W021,SPRING KIT,3W,  300 
DI3W022,HOSE,3W,  375 
DI3W023,PINION SPRING KIT,3W,"  1,010 "
DI3W024,DISC LOCK,3W,  13 
DI3W025,BOLT,3W,  44 
DI3W026,DRIVE SPRING KIT,3W,"  2,260 "
DI3W027,FORK,3W,  63 
DI3W029,FRONT SHOCK,3W,"  6,616 "
DI3W030,STARTOR MOTOR DRIVE REPAIR KIT,3W,"  1,250 "
DI3W031,BRACKET,3W,  44 
DI3W032,HAND BRAKE KIT,3W,  438 
DI3W033,MASTER PUMP,3W,  813 
DI3W034,OIL CONTAINER,3W,  94 
DI3W035,WASHER KIT FOR PUMP,3W,  50 
DI3W036,BRAKE PIPE,3W,  600 
DI3W037,TAIL LIGHT,3W,  563 
DI3W038,DIRECTION INDICATOR FRONT,3W,  350 
DI3W039,WIRE HARNESS SET,3W,  10 
DI3W040,HAND BRAKE KIT,3W,  438 
DI3W041,MAIN JET,3W,  150 
DI3W042,SCREW,3W,  10 
DI3W043,BREAK PEDAL,3W,  650 
DI3W044,MULTIPAL GEAR SHAFT,3W,"  2,340 "
DI3W045,PIN SET,3W,  250 
DI3W046,CUP SET,3W,  438 
DI3W047,HAND BREAK REPAIR KIT,3W,  438 
DI3W048,LENS TAIL LIGHT,3W,  231 
DI3W049,HAND BRAKE REP. KIT,3W,  500 
DI3W050,PIN SET,3W,  938 
DI3W051,PIN SET,3W,  500 
DI3W052,CLAMP,3W,"  5,250 "
DI3W054,DRIVE REPAIR KIT,3W,  250 
DI3W055,PIN SET,3W,  313 
DI3W056,TUBE,3W,  750 
DI3W057,STARTOR MOTOR REPAIR KIT,3W,  275 
DI3W058,TUBE,3W,  988 
DI3W059,NEEDLE BEARING FOR PIN,3W,  156 
DI3W060,PINSET FOR FORK,3W,  225 
DI3W061,DRIVE REPAIR KIT,3W,  250 
DI3W062,PIN,3W,  313 
DI3W063,DOOR KNOB,3W,  19 
DI3W064,TUBE,3W,  750 
DI3W065,SIDE MIRROR SET,3W,  350 
DI3W066,SIDE MIRROR SET,3W,  50 
DI3W067,MIRROR SET,3W,  13 
DI3W068,SIDE MIRROR SET,3W,"  1,515 "
DI3W069,MIRROR SET,3W,  875 
DI3W070,MIRROR SET,3W,  150 
DI3W072,FUEL PIPE,3W,  600 
DI3W073,DOOR KNOB,3W,  125 
DI3W074,DOOR KNOB,3W,  125 
DI3W075,SIDE MIRROR,3W,  250 
DK101064,CAM CHAIN (100 LINKS),3W,"  1,410 "
DK101067,ROD CONNECTING,3W,"  1,595 "
DK101097,DAMPER AXIAL ( RUBBER ),3W,  190 
DK101247,RETAINER VALVE SPRING,3W,  140 
DK101277,BRACKET UPPER (OIL COOLER PIPE),3W,  100 
DK101278,BRACKET LOWER (OIL COOLER PIPE),3W,  20 
DK101449,SPRING RELIEF VALVE (4 BAR),3W,  20 
DK101469,PRESSURE RELIEF VALVE ASSEMBLY,3W,  410 
DP101145,STUD,3W,  60 
DP101154,PLUG,3W,  30 
DX101074,SCREW PAN CROSS M6 PRECOATED,3W,  20 
DZ121048,TUBE OVERFLOW CARB,3W,  40 
DZ141076,CAP FUEL TANK,3W,  380 
EC541004,ADAPTER- OIL FILTER,3W,  330 
GL171072,ROUND CANISTER,3W,  990 
JA541019,MESH FILTER OIL PUMP.,3W,  430 
JA551421,PLATE JUDDER,3W,  480 
JA551422,SPRING JUDDER,3W,  440 
JA581236,AIR SCREW(AS),3W,  70 
JA581314,DRAIN SCREW,3W,  130 
JB581202,THROTTLE POSITION SENSOR,3W,  860 
JE582603,FOAM SAI FILTER D106A,3W,  130 
JE582604,ASSEMBLY SAI FILTER D106A,3W,  530 
JF511214,RETAINER VALVE SPRING,3W,  160 
JF581209,CLAMP CONNECTING SIDE,3W,  180 
JG591100,DAMPER SILENCER MOUNTING LOWER,3W,  80 
JH171049,O RING,3W,  100 
JL121007,ASSEMBLY LEG LH-K16A ABS,3W,"  9,360 "
JZ551417,PLATE FRICTION REDUCED HTTS,3W,  330 
KAAA0518,BOLT,3W,  10 
KAAA0525,BOLT-KAA ST-A DIA-05 L-25,3W,  10 
KAAG0885,Bumper BOLT,3W,  90 
KACC0835,"BOLT-SOCKET-KAC ST-C DIA-08 L-35
",3W,  50 
KACF0616,BOLT SOCKET-M6X1XL 16XCL 8.8XBRT,3W,  20 
KADA0512,BOLT FLANGED M5 L12,3W,  10 
KADA0612,"BOLT-FLANGE-KAD ST-A DIA-06 L-12
BOLT-FLANGE-KAD ST-A DIA-06 L-12
",3W,  20 
KADA0614,BOLT-FLANGE-KAD ST-A DIA-06 L-14,3W,  20 
KADA0812,BOLT-FLANGE-KAD ST-A DIA-08 L-12,3W,  10 
KADD0530,BOLT FLANGED,3W,  20 
KADD0612,"BOLT FLANGED
",3W,  10 
KADD0840,BOLT-FLANGE-KAD ST-D DIA-08 L-40,3W,  70 
KADD0845,BOLT FLANGED,3W,  50 
KADD1030,BOLT-FLANGE-KAD ST-D DIA-10 L-30,3W,  100 
KADD1060,"BOLT-FLANGE-KAD ST-D DIA-10 L-60
",3W,  120 
KADT0612,BOLT FLANGED-M6X1XL12XCL8.8XBLAK,3W,  20 
KAED0622,BOLT-FLANGED-SMALL,3W,  30 
KAED0640,BOLT-FLANGED-SMALL,3W,  30 
KAEW0635,BOLT FLANGE SMAL-M6X1XL35XBRIGHT,3W,  40 
KBAA0412,SCREW-PAN+-,3W,  10 
KBAA0420,SCREW-PAN+-,3W,  10 
KBBA0406,SCREW PAN CROSS,3W,  5 
KBBA0516,SCREW PAN CROSS,3W,  20 
KBCA0410,SCREW CSK CROSS,3W,  10 
KBUC0614,SCREW STRUSS,3W,  20 
KCAD1008,NUT HEX THICK,3W,  20 
KCBD1006,NUT HEX THIN-M10X1.25XHT. 6XBRT,3W,  5 
KCGA0606,NUT HEX FLANGED,3W,  20 
KCGA0808,NUT HEX FLANGED,3W,  30 
KCGC0606,NUT HEX FLANGED,3W,  10 
KCGD0606,NUT HEX FLANGED,3W,  30 
KCGD0808,NUT HEX FLANGED,3W,  20 
KCHA1417,NUT - NYLOC :- M14 X 1.5,3W,  80 
KCKA0811,NUT NYLOC FLANGED,3W,  25 
KDAA0408,WASHER_PLAIN_SMALL,3W,  10 
KDAA0816,WASHER-KDA-OD/ID/THK-16/8.5/1.2,3W,  20 
KDAA1222,PLAIN WASHER,3W,  20 
KDAA1832,WASHER PLAIN SMALL,3W,  35 
KDAB1018,WASHER PLAIN SMALL,3W,  20 
KDBB0818,PLAIN WASHER,3W,  20 
KEAA1010,CIRCLIP EXTERNAL,3W,  20 
KEBB4717,CIRCLIP 47X17,3W,  60 
KHAA2018,PIN COTTER,3W,  10 
KHAA2020,PIN COTTER (SPLIT PIN),3W,  10 
KHDA0306,PIN DOWEL,3W,  30 
KPBB6007,BEARING BALL C3,3W,"  1,080 "
KPBC6204,BEARING-BALL-C3 CLEARANCE,3W,  680 
KPBC6301,BEARING-BALL-C3 CLEARANCE,3W,  530 
KPBF6305,BEARING-BALL-C3 CLEARANCE,3W,"  1,250 "
LAA00022,BOLT -M7X1XL23XCL12.9X PHOSPHATIS,3W,  50 
LAC00044,BOLT SOCKET-M10X1.5XL 30XPRECOAT,3W,  50 
LAD00035,"BOLT FLANGE M6X1-40L, PRE COATED",3W,  30 
LAD00062,BOLT FLANGED M6X1X105L (CYL. HEAD),3W,  70 
LAD00068,BOLT FLANGED-M10X1.25XL88XCL10.9,3W,  210 
LAD00124,BOLT FLANGE-M10X1.25XL55X DACRO,3W,  190 
LAD00136,BOLT FLANGED-M12X1.25XL91.4XCL10.9,3W,  310 
LAD00164,BOLT FL-M10X1.5XL78.5XCL12.9XDCR,3W,  370 
LAD00180,BOLT FLANGE-M8X1.25XL 23XPRECOAT,3W,  70 
LAE00017,BOLT FLANGED M6X1X10L-PRECOATED,3W,  30 
LAE00023,BOLT FLANG SMAL-M6X1XL47XPRECOAT,3W,  30 
LAE00045,BOLT FLANG-M8X1.25XL30XCL10.9XBR,3W,  45 
LAG00008,BOLT WP-M8X1.25XL 40XCL 8.8XBRT,3W,  80 
LAJ00001,"BOLT-STUD M6, PRE COATED",3W,  50 
LBU00015,SCREW -TRUSS-M5X0.8XL30XTAPEREND,3W,  20 
LBU00063,SCREW TRUS-M4X0.7XL12XGRNXSTEPED,3W,  5 
LCA00010,NUT HEX THIK-M10X1.5XHT.8XBRIGHT,3W,  20 
LCF00001,NUT DOMED CAP M8X1.25XCL10,3W,  80 
LCG00017,NUT HEX FLANGE-M10X1.5XHT.11,3W,  90 
LDA00002,PLAIN WASHER,3W,  20 
LDA00028,WASHER PLAIN-ID 8.5XOD 16XTHK 2,3W,  10 
LDB00047,WASHER PLAIN-ID 10.3XOD 26XTHK 8,3W,  160 
LDB00049,WASHER PLAIN-ID10.5XOD27XTHK 2.5,3W,  70 
LDB00074,WASHER PLAIN-ID5.5XOD14XT0.8XBLK,3W,  10 
LHC00001,PIN SPRING GEAR COTR.TUBE-DI,3W,  20 
LHD00005,PIN DOWEL-DIA. 8XL 15,3W,  140 
LJA00003,O RING (INSULATOR),3W,  90 
PF181248,FOAM TAPE,3W,  60 
STAA0004,RE SP EMBLEM,3W,  175 
SVA0001,MATTING FRONT (24165215),3W,  950 
SVA0002,MATTING REAR (24231473),3W,  950 
SVA0003,"REAR MUD FLAP SET RE-SP (24230185)
",3W,  310 
SVA0004,"SIDE MIRROR ARM SET
",3W,  310 
SVA0005,"WHEEL RIM CUPS
",3W,  900 
SVA0006,"SUN VISOR
",3W,"  1,490 "
SVA0007,"HOOD STICK
",3W,  460 
SVA0009,HOLDER WATER BOTTLE (24161446),3W,  150 
SVA0010,"MUD FLAPS-2 Pcs (24230185)
",3W,  190 
SVA0011,"HOOD PIPE NORMAL (24231239)
",3W,"  3,260 "
SVA0012,"HOOD FRAME (24231748)
",3W,"  3,910 "
SVA0013,"SIDE MIRROR SET (AA221005)
",3W,  440 
SVA0014,"SIDE DOOR (52240485)
",3W,  620 
SVA0015,CENTER HOOD PIPE-MODIFIED (24231239),3W,"  3,800 "
SVA0016,"HOOD STICK 1 Pcs (24231775)
",3W,  490 
SVA0017,MUD FLAPS-3 Pcs (24230185,3W,  280 
SVA0018,SIDE MIRROR ARM SET PLASTIC,3W,  260 
SVA0020B,HOLDER WATER BOTTLE - BLUE,3W,  200 
SVA0020G,HOLDER WATER BOTTLE - GREEN,3W,  200 
SVA0020R,HOLDER WATER BOTTLE - RED,3W,  200 
SVA0022B,WHEEL RIM CUPS - BLUE,3W,  920 
SVA0022G,WHEEL RIM CUPS - GREEN,3W,  920 
SVA0022R,WHEEL RIM CUPS - RED,3W,  920 
SVA0023,"SIDE BAR & BRACKET
",3W,  670 
SVA0053,NOS HAND GRIPS 2pcs (BLACK),3W,  290 
SVA0063,SAFETY FENCE RH,3W,"  1,590 "
SVA0066,SAFETY BAR COVER 9PCS/SET,3W,"  2,300 "
SVABR0001,BACK REST,3W,"  1,210 "
SVABR0002,BACK REST (SS),3W,"  1,090 "
SVAHF0001,HOOD FRAME,3W,"  3,520 "
SVAHF0002,HOOD FRAME (SS),3W,"  4,290 "
SVAHP0001,CENTER HOOD PIPE (WITH CURTAIN BARS),3W,"  3,140 "
SVAHP0002,CENTER HOOD PIPE (SS),3W,"  1,560 "
TE006504,H.T.COIL*,3W,"  1,530 "
YAAS7001,PICKUP COIL - FL,3W,  700 
24101879,CLIP CABLE,QUTE,  70 
36BF0001,BR Shoe Set  Rear,QUTE,"  2,400 "
36BF0002,BR Shoe Set  Front,QUTE,"  2,270 "
36BF0003,KIT_BACK PLATE COMPLETE- RH-REAR,QUTE,"  1,390 "
36BF0004,KIT_BACK PLATE COMPLETE- LH- REAR,QUTE,  840 
36BF0005,KIT-BACK PLATE COMPLETE- LH FRONT,QUTE,  830 
36BF0006,KIT-BACK PLATE COMPLETE-RH FRONT,QUTE,  790 
36BF0009,Mechanical Part Set Front,QUTE,"  1,360 "
36BF0010,Mechanical Part Set Rear,QUTE,"  1,420 "
36BF0011,KIT-COMPLETE SET OF SPRINGS ALL,QUTE,  380 
36BF0012,KIT-SIDE FASTENING SPRING SET ALL,QUTE,  180 
36BF0023,KIT SET LOCK RHD,QUTE,"  5,150 "
37104320,TOOL BALANCER GEAR RE60,QUTE,"  2,960 "
37104321,TOOL MAGNETO PULLER & HOLDER RE60,QUTE,"  13,050 "
37104322,TOOL DRIVE GEAR NUT RE60,QUTE,"  6,910 "
37104324,TOOL REMOVAL BALANCER GEAR NUT RE60,QUTE,"  6,290 "
37104325,TOOL TDC FINDER RE60,QUTE,"  6,640 "
37104330,TOOL TRANSMISSION SEAL FITMENT,QUTE,"  5,130 "
37104349,WATER PUMP SEALS REMOVAL TOOL,QUTE,"  10,450 "
37104350,WATER PUMP SEALS FITTING TOOL,QUTE,"  5,720 "
37254035,COOLANT CLAMP PLIER-K8,QUTE,"  7,390 "
39047404,BOLT - HEXAGON HEAD :- M5+SPLIT PIN HOLE,QUTE,  20 
39089901,SCREW PAN CROSS - M4,QUTE,  10 
39166711,WASHER - PLAIN,QUTE,  20 
39178301,SCREW - TRUSS :- M5 X 0.8 X 10,QUTE,  10 
52BF0020,SHAFT INPUT ASSEMBLY,QUTE,"  5,430 "
52BF0021,SHAFT OUPUT ASSEMBLY,QUTE,"  17,420 "
52BF0091,ASSEMBLY REAR DOOR COMP LH,QUTE,"  18,510 "
52BF0092,ASSEMBLY REAR DOOR COMP LH,QUTE,"  17,280 "
52BF0093,ASEMBLY REAR DOOR COMP LH,QUTE,"  17,290 "
52BF0094,ASSEMBLY REAR DOOR COMP LH,QUTE,"  17,660 "
52BF0095,ASSEMBLY REAR DOOR COMP LH,QUTE,"  18,150 "
52BF0096,ASSEMBLY RAR DOOR COMP LH,QUTE,"  17,270 "
52BF0097,ASSEMBLY REAR DOOR COMP RH,QUTE,"  18,450 "
52BF0098,ASSEMBLY REAR DOOR COMP RH,QUTE,"  18,290 "
52BF0099,ASSEMBLY REAR DOOR COMP RH,QUTE,"  17,460 "
52BF0100,ASSEMBLY REAR DOOR COMP RH,QUTE,"  17,660 "
52BF0101,ASSEMBLY REAR DOOR COMP RH,QUTE,"  17,210 "
52BF0102,ASSEMBLY REAR DOOR COMP RH,QUTE,"  18,320 "
52BF0103,ASSEMBLY HOOD,QUTE,"  17,620 "
52BF0104,ASSEMBLY HOOD,QUTE,"  17,610 "
52BF0105,ASSEMBLY HOOD,QUTE,"  16,010 "
52BF0106,ASSEMBLY HOOD,QUTE,"  17,630 "
52BF0107,ASSEMBLY HOOD,QUTE,"  22,170 "
52BF0108,ASSEMBLY HOOD,QUTE,"  23,690 "
52BF0109,CAP TR ARM MTG LH,QUTE,  180 
52BF0110,CAP TR ARM MTG LH,QUTE,  180 
52BF0111,CAP TR ARM MTG LH,QUTE,  180 
52BF0112,CAP TR ARM MTG LH,QUTE,  320 
52BF0113,CAP TR ARM MTG LH,QUTE,  180 
52BF0114,CAP TR ARM MTG LH,QUTE,  180 
52BF0115,CAP TR ARM MTG RH,QUTE,  180 
52BF0116,CAP TR ARM MTG RH,QUTE,  180 
52BF0117,CAP TR ARM MTG RH,QUTE,  180 
52BF0118,CAP TR ARM MTG RH,QUTE,  180 
52BF0119,CAP TR ARM MTG RH,QUTE,  180 
52BF0120,CAP TR ARM MTG RH,QUTE,  180 
52BF0143,ASSEMBLY COOLANT TANK 4WH,QUTE,  740 
52BF0327,ASSEMBLY FRONT DOOR COMP LH RED,QUTE,"  19,260 "
52BF0328,ASSEMBLY FRONT DOOR COMP LH YELLOW,QUTE,"  20,270 "
52BF0329,ASSEMBLY FRONT DOOR COMP LH BLUE,QUTE,"  19,100 "
52BF0330,ASSEMBLY FRONT DOOR COMP LH WHITE,QUTE,"  16,470 "
52BF0331,ASSEMBLY FRONT DOOR COMP LH BLACK,QUTE,"  19,410 "
52BF0332,ASSEMBLY FRONT DOOR COMP LH GREEN,QUTE,"  19,040 "
52BF0345,ASSLY FRONT DOOR COMP LOCKABLE RH RED,QUTE,"  15,790 "
52BF0346,ASSLY FRONT DOOR COMP LOCKABLE RH YELLOW,QUTE,"  15,080 "
52BF0347,ASSLY FRONT DOOR COMP LOCKABLE RH BLUE,QUTE,"  14,850 "
52BF0348,ASSLY FRONT DOOR COMP LOCKABLE RH WHITE,QUTE,"  16,150 "
52BF0349,ASSLY FRONT DOOR COMP LOCKABLE RH BLACK,QUTE,"  15,390 "
52BF0350,ASSLY FRONT DOOR COMP LOCKABLE RH GREEN,QUTE,"  14,960 "
52BF0527,FUEL LID_BRIGHT RED,QUTE,  580 
52BF0528,FUEL LID_ECO GREEN,QUTE,  570 
52BF0529,FUEL LID_GOLDEN YELLOW,QUTE,  590 
52BF0530,FUEL LID_ARTIC WHITE,QUTE,  610 
52BF0531,FUEL LID_BBLACK,QUTE,  560 
52BF0532,FUEL LID_NEPTUNE BLUE,QUTE,  570 
52BF0533,FUEL LID_ED COATED,QUTE,  270 
52BF0690,PANEL DOOR FRAME SLIDING-FRT RH (ED),QUTE,"  9,420 "
60111420,CABLE TIE LOCK 4.8 1.2 160 PA66   B,QUTE,  30 
AA101396,CLIP - SPRING :- BREATHER PIPE,QUTE,  10 
AA102079,PIPE ASSEMBLY SAI,QUTE,  400 
AA111141,CLIP H.T. CABLE HOLDING,QUTE,  70 
AA121045,CLAMP (DUCT CARBURETTOR),QUTE,  90 
AA131043,COVER - FAREMETER,QUTE,  150 
AA141067,CLIP SWIVEL SPACER,QUTE,  70 
AL161152,PLATE - NUMBER FOR RE-GOODS CARRIER,QUTE,  190 
AP101206,BOLT FLANGE,QUTE,  20 
AP121143,CLAMP,QUTE,  20 
AZ182404,RIVET PLASTIC FOR 6.5MM HOLE,QUTE,  30 
AZ182404,RIVET PLASTIC FOR 6.5MM HOLE,QUTE,  30 
BA102004,PLUG,QUTE,  50 
BA133057,PIN-HARD CHROME,QUTE,  470 
BB131040,HOSE CLAMP - DIA.60,QUTE,  90 
BB231644,CLIP COVER BODY,QUTE,  40 
BC511029,NOZZLE,QUTE,  30 
BC551471,WASHER PLAIN- 1.2 THK.,QUTE,  20 
BC551472,SPRING CLUTCH,QUTE,  55 
BF111172,ASSEMBLY FUEL TANK REAR MTG,QUTE,  720 
BF111415,ASSEMBLY ECU MTG BRACKET,QUTE,  280 
BF113434,BRACKET LH&RH ENG SIDE 200CC,QUTE,"  1,940 "
BF113435,BRACKET RR ENG SIDE 200CC,QUTE,  350 
BF113457,ENGINE MOUNT REAR BIW SIDE,QUTE,"  1,140 "
BF113461,ENGINE MOUNT FRONT BIW SIDE,QUTE,"  1,610 "
BF113480,ENGINE MOUNT REAR RH BIW,QUTE,"  1,300 "
BF113830,CHANNEL RAIN LH,QUTE,  640 
BF113831,CHANNEL RAIN RH,QUTE,  640 
BF121003,ASSEMBLY FRONT SHOCK ABSORBER,QUTE,"  4,330 "
BF121068,SUSPENSION LOWER BALL JOINT,QUTE,"  2,600 "
BF121071,SPRING FRONT 4WH,QUTE,"  1,010 "
BF121111,ASSEMBLY LOWER LEAD ARM  LH,QUTE,"  10,030 "
BF121112,ASSEMBLY LOWER LEAD ARM  RH,QUTE,"  10,010 "
BF121115,ASSEMBLY KNUCKLE  LH,QUTE,"  12,590 "
BF121116,ASSEMBLY KNUCKLE  RH,QUTE,"  14,600 "
BF121118,RUBBER BELLOW DUST COVER FRONT,QUTE,  190 
BF121122,RUBBER SPRING SEAT FRONT,QUTE,  190 
BF121129,BAR STABILIZER,QUTE,"  2,510 "
BF121130,ASSEMBLY DROP LINK STBLZR BAR RH,QUTE,"  1,570 "
BF121131,BUSH STABILIZER BAR MOUNTING,QUTE,  90 
BF121132,BRACKET STABILIZER BAR MOUNTING,QUTE,  130 
BF121148,BUSH LOWER LEAD ARM OUTER,QUTE,  360 
BF121172,ASSEMBLY UCA MTG BRCKT & ARM LH,QUTE,"  5,810 "
BF121173,ASSEMBLY UCA MTG BRCKT & ARM RH,QUTE,"  5,810 "
BF121198,ASSEMBLY DROP LINK STBLZR BAR LH,QUTE,"  1,580 "
BF121245,ASSEMBLY UCA MTG BKT & ARM LH,QUTE,"  6,790 "
BF121246,ASSEMBLY UCA MTG BKT ARM RH,QUTE,"  6,790 "
BF122057,REAR SPRING,QUTE,"  2,120 "
BF122064,BUMP STOPPER WASHER,QUTE,  120 
BF122108,ASSY REAR SHOCK ABSORBER,QUTE,"  2,960 "
BF122111,RUBBER  SPRING SEAT REAR,QUTE,  260 
BF122112,STOPPER BUMP REAR 4WH,QUTE,  300 
BF122132,ASSEMBLY SEMI-TA LH,QUTE,"  8,450 "
BF122134,ASSEMBLY SEMI-TA RH,QUTE,"  8,500 "
BF122155,BOLT FLANGED-M14X1.5XL328XBRIGHT,QUTE,  420 
BF131040,SPARE WHEEL KNOB,QUTE,  190 
BF131043,BOLT FOR LOCK,QUTE,  220 
BF131054,CAP - SPARE WHEEL,QUTE,  80 
BF131205,ASSEMBLY WHEEL 4.00BX12H2,QUTE,"  6,500 "
BF131207,WHEEL 3.50BX12H2,QUTE,"  5,900 "
BF131207,WHEEL 3.50BX12H2,QUTE,"  5,900 "
BF131417,VALVE  V2.03.4,QUTE,  100 
BF131447,RIM ALLOY 4J X 12,QUTE,"  12,900 "
BF131486,NUT CONICAL M 10,QUTE,  80 
BF131502,ASSEMBLY SPARE WHEEL BRACKET,QUTE,"  1,190 "
BF131505,HUB CAP - STEEL WHEEL,QUTE,  60 
BF131506,HUB CAP - ALLOY WHEEL,QUTE,  70 
BF131511,ASSEMBLY BRACKET SPARE WHL MOUNT,QUTE,"  1,600 "
BF131704,DRUM BRAKE 180 CI,QUTE,"  3,460 "
BF131706,SPACER FOR SEAL,QUTE,  350 
BF131709,SPACER LOCATOR,QUTE,  30 
BF131710,BOLT M10,QUTE,  60 
BF131712,FRONT HUB OIL SEAL 28X47X7,QUTE,  270 
BF131731,HUB FRONT 4WH,QUTE,"  1,880 "
BF131732,SPACER BEARING,QUTE,  200 
BF131733,AXLE FRONT 4WH,QUTE,  810 
BF131756,NUT AXLE COLD FORGED,QUTE,  135 
BF131758,HUB REAR,QUTE,"  1,580 "
BF131759,ASSEMBLY DRIVE FLANGE,QUTE,"  2,520 "
BF131761,BALL BEARING DBL ROW ANGLR CNTCT,QUTE,"  1,990 "
BF131762,REAR HUB OIL SEAL,QUTE,  200 
BF131856,BRAKE HOSE,QUTE,  940 
BF131857,SPRING TORSION FOR BRAKE PEDAL,QUTE,  70 
BF131859,SPRING TORSION FOR CLUTCH PDL,QUTE,  90 
BF131873,PIPE OIL BOTTLE PRIMARY,QUTE,  190 
BF131877,PIPE FRONT ASSY LH,QUTE,  550 
BF131878,PIPE FRONT ASSY RH,QUTE,  300 
BF131879,PIPE FRONT ASSY CENTRAL,QUTE,  540 
BF131880,PIPE ASSY - TMC PRIMARY PORT,QUTE,  480 
BF131881,PIPE ASSY - TMC SECONDARY PORT,QUTE,  450 
BF131882,PIPE REAR ASSY LONG MEMBER,QUTE,  740 
BF131883,PIPE REAR ASSY LH,QUTE,  410 
BF131884,PIPE REAR ASSY RH,QUTE,  410 
BF131887,CLAMP,QUTE,  70 
BF131888,GROMMET,QUTE,  120 
BF131924,CONNECTOR  3+2 COMBINATION,QUTE,  980 
BF131926,PIPE  FRONT ASSY UPPER RH,QUTE,  380 
BF131927,PIPE  REAR ASSY CENTRAL,QUTE,  440 
BF131931,PIPE  FRONT ASSY UPPER LH,QUTE,  560 
BF131932,PIPE REAR ASSY CENTRAL,QUTE,  790 
BF131938,ASSEMBLY TMC TOP SIDE MTG,QUTE,"  7,720 "
BF131939,ASSEMBLY BRAKE PANEL REAR RH,QUTE,"  4,670 "
BF131940,ASSEMBLY BRAKE PANEL REAR LH,QUTE,"  4,630 "
BF131941,ASSEMBLY BRAKE PANEL FRONT RH,QUTE,"  4,670 "
BF131942,ASSEMBLY BRAKE PANEL FRONT LH,QUTE,"  4,670 "
BF131943,BRAKE FLUID BOTTLE,QUTE,"  1,320 "
BF131944,ASSEMBLY WHEEL CYLINDER 19.05,QUTE,"  1,430 "
BF131985,BRACKET RESERVOIR MTG,QUTE,  150 
BF132005,GROMMET,QUTE,  90 
BF132006,CLAMP BRAKE PIPE,QUTE,  110 
BF132007,ASSEMBLY WHEEL CYLINDER 25.4,QUTE,"  1,510 "
BF132027,PIPE ASSY TMC SECONDARY PORT,QUTE,  520 
BF132029,PIPE ASSY TMC PRIMARY PORT,QUTE,  540 
BF132032,PIPE OIL BOTTLE,QUTE,  240 
BF152020,ASSEMBLY STG GEAR WITH I SHAFT,QUTE,"  59,000 "
BF152032,ASSEMBLY OUTER BALL JOINT,QUTE,"  3,900 "
BF152037,NUT HEX ROD TIE M10X1.5,QUTE,  80 
BF153026,ASSEMBLY STEERING COLUMN,QUTE,"  7,670 "
BF153029,ASSEMBLY STG CLMN WITH SHEET,QUTE,"  7,550 "
BF153036,LINK DRAG,QUTE,"  6,840 "
BF153037,TUBE ROD TIE,QUTE,"  1,860 "
BF161023,SPRING TORSION,QUTE,  80 
