Barcode Nomenclature,Rules/Rule Name,Rules/Type,Rules/Alias,Rules/Barcode Pattern,Rules/Sequence
,JB730222,Alias,JB730222,JB730222-{N},1
,JB73023A,Alias,JB73023A,JB73023A-{N},1
,DZ73113Q,Alias,DZ73113Q,DZ73113Q-{N},1
,52PD0609,Alias,52PD0609,52PD0609-{N},1
,52PD0597,Alias,52PD0597,52PD0597-{N},1
,52JD0375,Alias,52JD0375,52JD0375-{N},1
,52JD0377,Alias,52JD0377,52JD0377-{N},1
,52JD0376,Alias,52JD0376,52JD0376-{N},1
,52JH0415,Alias,52JH0415,52JH0415-{N},1
,DK7302X3,Alias,DK7302X3,DK7302X3-{N},1
,DK7302X4,Alias,DK7302X4,DK7302X4-{N},1
,52PD0332,Alias,52PD0332,52PD0332-{N},1
,52JZ1775,Alias,52JZ1775,52JZ1775-{N},1
,52PA0519,Alias,52PA0519,52PA0519-{N},1
,52DU0590,Alias,52DU0590,52DU0590-{N},1
,52DU0587,Alias,52DU0587,52DU0587-{N},1
,52DU0588,Alias,52DU0588,52DU0588-{N},1
,DS74043E,Alias,DS74043E,DS74043E-{N},1
,DS74043F,Alias,DS74043F,DS74043F-{N},1
,52JZ0946,Alias,52JZ0946,52JZ0946-{N},1
,52DH0673,Alias,52DH0673,52DH0673-{N},1
,52DH0674,Alias,52DH0674,52DH0674-{N},1
,DI2W024,Alias,DI2W024,DI2W024-{N},1
,DI2W087,Alias,DI2W087,DI2W087-{N},1
,52DH1885,Alias,52DH1885,52DH1885-{N},1
,52PF0729,Alias,52PF0729,52PF0729-{N},1
,52PF0730,Alias,52PF0730,52PF0730-{N},1
,52PF0728,Alias,52PF0728,52PF0728-{N},1
,52PF0315,Alias,52PF0315,52PF0315-{N},1
,52PF0317,Alias,52PF0317,52PF0317-{N},1
,52PF0316,Alias,52PF0316,52PF0316-{N},1
,52JD0655,Alias,52JD0655,52JD0655-{N},1
,52DH1886,Alias,52DH1886,52DH1886-{N},1
,52PF0318,Alias,52PF0318,52PF0318-{N},1
,52PF0732,Alias,52PF0732,52PF0732-{N},1
,52PF0320,Alias,52PF0320,52PF0320-{N},1
,52PF0319,Alias,52PF0319,52PF0319-{N},1
,52PF0733,Alias,52PF0733,52PF0733-{N},1
,52JH0081,Alias,52JH0081,52JH0081-{N},1
,52PF0731,Alias,52PF0731,52PF0731-{N},1
,SVA0014,Alias,SVA0014,SVA0014-{N},1
,DT181215,Alias,DT181215,DT181215-{N},1
,DT181228,Alias,DT181228,DT181228-{N},1
,52JL0352,Alias,52JL0352,52JL0352-{N},1
,52JL0354,Alias,52JL0354,52JL0354-{N},1
,52JL0353,Alias,52JL0353,52JL0353-{N},1
,52JL0349,Alias,52JL0349,52JL0349-{N},1
,JL181424,Alias,JL181424,JL181424-{N},1
,JL181425,Alias,JL181425,JL181425-{N},1
,56DT57X3,Alias,56DT57X3,56DT57X3-{N},1
,56JL674X,Alias,56JL674X,56JL674X-{N},1
,52DT0278,Alias,52DT0278,52DT0278-{N},1
,52DT0277,Alias,52DT0277,52DT0277-{N},1
,56DT344R,Alias,56DT344R,56DT344R-{N},1
,DT181214,Alias,DT181214,DT181214-{N},1
,DT181221,Alias,DT181221,DT181221-{N},1
,56JL664X,Alias,56JL664X,56JL664X-{N},1
,52DT0275,Alias,52DT0275,52DT0275-{N},1
,52DT0274,Alias,52DT0274,52DT0274-{N},1
,56DT354R,Alias,56DT354R,56DT354R-{N},1
,DI2W067,Alias,DI2W067,DI2W067-{N},1
,52JL0351,Alias,52JL0351,52JL0351-{N},1
,52JL0350,Alias,52JL0350,52JL0350-{N},1
,JL76015M,Alias,JL76015M,JL76015M-{N},1
,56JP4BX3,Alias,56JP4BX3,56JP4BX3-{N},1
,JL76015L,Alias,JL76015L,JL76015L-{N},1
,JL76015N,Alias,JL76015N,JL76015N-{N},1
,JL76015P,Alias,JL76015P,JL76015P-{N},1
,56JG14X3,Alias,56JG14X3,56JG14X3-{N},1
,52JL0191,Alias,52JL0191,52JL0191-{N},1
,56JL14X3,Alias,56JL14X3,56JL14X3-{N},1
,52JL0197,Alias,52JL0197,52JL0197-{N},1
,52JL0193,Alias,52JL0193,52JL0193-{N},1
,56JL144R,Alias,56JL144R,56JL144R-{N},1
,52JL0195,Alias,52JL0195,52JL0195-{N},1
,56JL145N,Alias,56JL145N,56JL145N-{N},1
,56JY144X,Alias,56JY144X,56JY144X-{N},1
,JL76015Q,Alias,JL76015Q,JL76015Q-{N},1
,JL181233,Alias,JL181233,JL181233-{N},1
,JL181419,Alias,JL181419,JL181419-{N},1
,JL76025M,Alias,JL76025M,JL76025M-{N},1
,56JP4CX3,Alias,56JP4CX3,56JP4CX3-{N},1
,JL76025N,Alias,JL76025N,JL76025N-{N},1
,JL76025P,Alias,JL76025P,JL76025P-{N},1
,56JG15X3,Alias,56JG15X3,56JG15X3-{N},1
,52JL0192,Alias,52JL0192,52JL0192-{N},1
,56JL15X3,Alias,56JL15X3,56JL15X3-{N},1
,52JL0198,Alias,52JL0198,52JL0198-{N},1
,52JL0194,Alias,52JL0194,52JL0194-{N},1
,56JL154R,Alias,56JL154R,56JL154R-{N},1
,52JL0196,Alias,52JL0196,52JL0196-{N},1
,56JL155N,Alias,56JL155N,56JL155N-{N},1
,56JY154X,Alias,56JY154X,56JY154X-{N},1
,JL76025Q,Alias,JL76025Q,JL76025Q-{N},1
,JL181234,Alias,JL181234,JL181234-{N},1
,BA102205,Alias,BA102205,BA102205-{N},1
,DF221037,Alias,DF221037,DF221037-{N},1
,DF221007,Alias,DF221007,DF221007-{N},1
,SVA0004,Alias,SVA0004,SVA0004-{N},1
,DI3W013,Alias,DI3W013,DI3W013-{N},1
,DI3W007,Alias,DI3W007,DI3W007-{N},1
,SVA0018,Alias,SVA0018,SVA0018-{N},1
,FA211014,Alias,FA211014,FA211014-{N},1
,FA221006,Alias,FA221006,FA221006-{N},1
,BF184629,Alias,BF184629,BF184629-{N},1
,BF184630,Alias,BF184630,BF184630-{N},1
,DI3W022,Alias,DI3W022,DI3W022-{N},1
,DI3W065,Alias,DI3W065,DI3W065-{N},1
,SVA0013,Alias,SVA0013,SVA0013-{N},1
,24231499,Alias,24231499,24231499-{N},1
,52PA0020,Alias,52PA0020,52PA0020-{N},1
,52PA0051,Alias,52PA0051,52PA0051-{N},1
,52PA0022,Alias,52PA0022,52PA0022-{N},1
,52PA0024,Alias,52PA0024,52PA0024-{N},1
,52PA0026,Alias,52PA0026,52PA0026-{N},1
,GF73022V,Alias,GF73022V,GF73022V-{N},1
,PA74035V,Alias,PA74035V,PA74035V-{N},1
,PA74033C,Alias,PA74033C,PA74033C-{N},1
,PA74035W,Alias,PA74035W,PA74035W-{N},1
,PA74035R,Alias,PA74035R,PA74035R-{N},1
,PA74033F,Alias,PA74033F,PA74033F-{N},1
,JZ72051R,Alias,JZ72051R,JZ72051R-{N},1
,52PA0021,Alias,52PA0021,52PA0021-{N},1
,52PA0052,Alias,52PA0052,52PA0052-{N},1
,52PA0023,Alias,52PA0023,52PA0023-{N},1
,52PA0025,Alias,52PA0025,52PA0025-{N},1
,52PA0027,Alias,52PA0027,52PA0027-{N},1
,PA74045V,Alias,PA74045V,PA74045V-{N},1
,PA74043C,Alias,PA74043C,PA74043C-{N},1
,PA74045W,Alias,PA74045W,PA74045W-{N},1
,PA74045R,Alias,PA74045R,PA74045R-{N},1
,PA74043F,Alias,PA74043F,PA74043F-{N},1
,JZ72061R,Alias,JZ72061R,JZ72061R-{N},1
,DV161017,Alias,DV161017,DV161017-{N},1
,JK113203,Alias,JK113203,JK113203-{N},1
,JG113203,Alias,JG113203,JG113203-{N},1
,JA113202,Alias,JA113202,JA113202-{N},1
,JD113200,Alias,JD113200,JD113200-{N},1
,DL161048,Alias,DL161048,DL161048-{N},1
,JG113204,Alias,JG113204,JG113204-{N},1
,DH161471,Alias,DH161471,DH161471-{N},1
,JD113201,Alias,JD113201,JD113201-{N},1
,JF401405,Alias,JF401405,JF401405-{N},1
,JC201039,Alias,JC201039,JC201039-{N},1
,DH201055,Alias,DH201055,DH201055-{N},1
,JL401408,Alias,JL401408,JL401408-{N},1
,29201038,Alias,29201038,29201038-{N},1
,DG201052,Alias,DG201052,DG201052-{N},1
,28101099,Alias,28101099,28101099-{N},1
,AE101007,Alias,AE101007,AE101007-{N},1
,BA102170,Alias,BA102170,BA102170-{N},1
,YPA15001,Alias,YPA15001,YPA15001-{N},1
,JB591051,Alias,JB591051,JB591051-{N},1
,AA101754,Alias,AA101754,AA101754-{N},1
,YDH19003,Alias,YDH19003,YDH19003-{N},1
,PF591213,Alias,PF591213,PF591213-{N},1
,DJ101720,Alias,DJ101720,DJ101720-{N},1
,AM101051,Alias,AM101051,AM101051-{N},1
,DJ101259,Alias,DJ101259,DJ101259-{N},1
,AA101445,Alias,AA101445,AA101445-{N},1
,DZ101053,Alias,DZ101053,DZ101053-{N},1
,JB591028,Alias,JB591028,JB591028-{N},1
,YJZ14004,Alias,YJZ14004,YJZ14004-{N},1
,AN101472,Alias,AN101472,AN101472-{N},1
,DH102321,Alias,DH102321,DH102321-{N},1
,DU101070,Alias,DU101070,DU101070-{N},1
,JZ591058,Alias,JZ591058,JZ591058-{N},1
,JW591033,Alias,JW591033,JW591033-{N},1
,JA591046,Alias,JA591046,JA591046-{N},1
,JM101002,Alias,JM101002,JM101002-{N},1
,JD591056,Alias,JD591056,JD591056-{N},1
,JN591004,Alias,JN591004,JN591004-{N},1
,DH102354,Alias,DH102354,DH102354-{N},1
,AA102115,Alias,AA102115,AA102115-{N},1
,AA101944,Alias,AA101944,AA101944-{N},1
,AA102046,Alias,AA102046,AA102046-{N},1
,AA101578,Alias,AA101578,AA101578-{N},1
,DK101482,Alias,DK101482,DK101482-{N},1
,DJ101420,Alias,DJ101420,DJ101420-{N},1
,YPA26009,Alias,YPA26009,YPA26009-{N},1
,DH101926,Alias,DH101926,DH101926-{N},1
,YPD02001,Alias,YPD02001,YPD02001-{N},1
,YPF08001,Alias,YPF08001,YPF08001-{N},1
,YDU12001,Alias,YDU12001,YDU12001-{N},1
,YPD30001,Alias,YPD30001,YPD30001-{N},1
,YDU16009,Alias,YDU16009,YDU16009-{N},1
,YJH05003,Alias,YJH05003,YJH05003-{N},1
,AA101633,Alias,AA101633,AA101633-{N},1
,AA101830,Alias,AA101830,AA101830-{N},1
,AA101786,Alias,AA101786,AA101786-{N},1
,AN101329,Alias,AN101329,AN101329-{N},1
,52DT0153,Alias,52DT0153,52DT0153-{N},1
,DK101647,Alias,DK101647,DK101647-{N},1
,AA101552,Alias,AA101552,AA101552-{N},1
,JC101046,Alias,JC101046,JC101046-{N},1
,DK101779,Alias,DK101779,DK101779-{N},1
,AA101585,Alias,AA101585,AA101585-{N},1
,JY591009,Alias,JY591009,JY591009-{N},1
,YPA13012,Alias,YPA13012,YPA13012-{N},1
,36JK0028,Alias,36JK0028,36JK0028-{N},1
,YDJ08001,Alias,YDJ08001,YDJ08001-{N},1
,YPF12001,Alias,YPF12001,YPF12001-{N},1
,YDK06002,Alias,YDK06002,YDK06002-{N},1
,YJZ28001,Alias,YJZ28001,YJZ28001-{N},1
,DJ101391,Alias,DJ101391,DJ101391-{N},1
,JG581014,Alias,JG581014,JG581014-{N},1
,AA171006,Alias,AA171006,AA171006-{N},1
,DJ161120,Alias,DJ161120,DJ161120-{N},1
,56JZ2Z7D,Alias,56JZ2Z7D,56JZ2Z7D-{N},1
,52PF1038,Alias,52PF1038,52PF1038-{N},1
,56JZ3A7D,Alias,56JZ3A7D,56JZ3A7D-{N},1
,56JZ2Y7D,Alias,56JZ2Y7D,56JZ2Y7D-{N},1
,DJ151033,Alias,DJ151033,DJ151033-{N},1
,DP151010,Alias,DP151010,DP151010-{N},1
,JL131216,Alias,JL131216,JL131216-{N},1
,DG151065,Alias,DG151065,DG151065-{N},1
,JF131212,Alias,JF131212,JF131212-{N},1
,DJ181083,Alias,DJ181083,DJ181083-{N},1
,PA181353,Alias,PA181353,PA181353-{N},1
,DK151015,Alias,DK151015,DK151015-{N},1
,JD131212,Alias,JD131212,JD131212-{N},1
,JH122012,Alias,JH122012,JH122012-{N},1
,DZ151019,Alias,DZ151019,DZ151019-{N},1
,DH151011,Alias,DH151011,DH151011-{N},1
,PA131610,Alias,PA131610,PA131610-{N},1
,31151028,Alias,31151028,31151028-{N},1
,JK131202,Alias,JK131202,JK131202-{N},1
,AA102110,Alias,AA102110,AA102110-{N},1
,DX151009,Alias,DX151009,DX151009-{N},1
,DG171016,Alias,DG171016,DG171016-{N},1
,JG122037,Alias,JG122037,JG122037-{N},1
,DZ151002,Alias,DZ151002,DZ151002-{N},1
,JL113812,Alias,JL113812,JL113812-{N},1
,JG531228,Alias,JG531228,JG531228-{N},1
,JG531211,Alias,JG531211,JG531211-{N},1
,JL531203,Alias,JL531203,JL531203-{N},1
,JL181264,Alias,JL181264,JL181264-{N},1
,JE571227,Alias,JE571227,JE571227-{N},1
,JL591157,Alias,JL591157,JL591157-{N},1
,JF181432,Alias,JF181432,JF181432-{N},1
,JD161006,Alias,JD161006,JD161006-{N},1
,JZ161006,Alias,JZ161006,JZ161006-{N},1
,JZ581229,Alias,JZ581229,JZ581229-{N},1
,PA581225,Alias,PA581225,PA581225-{N},1
,JH581201,Alias,JH581201,JH581201-{N},1
,JZ581210,Alias,JZ581210,JZ581210-{N},1
,JA581208,Alias,JA581208,JA581208-{N},1
,JE581401,Alias,JE581401,JE581401-{N},1
,JK581400,Alias,JK581400,JK581400-{N},1
,JE581407,Alias,JE581407,JE581407-{N},1
,PF131236,Alias,PF131236,PF131236-{N},1
,JL601231,Alias,JL601231,JL601231-{N},1
,DK161082,Alias,DK161082,DK161082-{N},1
,JB151013,Alias,JB151013,JB151013-{N},1
,PA181313,Alias,PA181313,PA181313-{N},1
,JZ181354,Alias,JZ181354,JZ181354-{N},1
,AA141082,Alias,AA141082,AA141082-{N},1
,JH181262,Alias,JH181262,JH181262-{N},1
,DK171006,Alias,DK171006,DK171006-{N},1
,DS161108,Alias,DS161108,DS161108-{N},1
,JG231214,Alias,JG231214,JG231214-{N},1
,BF591121,Alias,BF591121,BF591121-{N},1
,JD181405,Alias,JD181405,JD181405-{N},1
,JE621004,Alias,JE621004,JE621004-{N},1
,BF581419,Alias,BF581419,BF581419-{N},1
,JU181411,Alias,JU181411,JU181411-{N},1
,DH102329,Alias,DH102329,DH102329-{N},1
,JZ581204,Alias,JZ581204,JZ581204-{N},1
,BF161054,Alias,BF161054,BF161054-{N},1
,JD113815,Alias,JD113815,JD113815-{N},1
,JH181244,Alias,JH181244,JH181244-{N},1
,BF551025,Alias,BF551025,BF551025-{N},1
,JL511112,Alias,JL511112,JL511112-{N},1
,AN101181,Alias,AN101181,AN101181-{N},1
,JL511219,Alias,JL511219,JL511219-{N},1
,DH111012,Alias,DH111012,DH111012-{N},1
,JB511018,Alias,JB511018,JB511018-{N},1
,JD511004,Alias,JD511004,JD511004-{N},1
,CS101296,Alias,CS101296,CS101296-{N},1
,JF511052,Alias,JF511052,JF511052-{N},1
,BF511050,Alias,BF511050,BF511050-{N},1
,PF511061,Alias,PF511061,PF511061-{N},1
,DT113824,Alias,DT113824,DT113824-{N},1
,JG171020,Alias,JG171020,JG171020-{N},1
,JL171019,Alias,JL171019,JL171019-{N},1
,JL591156,Alias,JL591156,JL591156-{N},1
,PF581402,Alias,PF581402,PF581402-{N},1
,AN101198,Alias,AN101198,AN101198-{N},1
,JH131203,Alias,JH131203,JH131203-{N},1
,30151079,Alias,30151079,30151079-{N},1
,DK181011,Alias,DK181011,DK181011-{N},1
,DS171007,Alias,DS171007,DS171007-{N},1
,DJ171008,Alias,DJ171008,DJ171008-{N},1
,22130152,Alias,22130152,22130152-{N},1
,BA133064,Alias,BA133064,BA133064-{N},1
,BA132141,Alias,BA132141,BA132141-{N},1
,JL122003,Alias,JL122003,JL122003-{N},1
,31121070,Alias,31121070,31121070-{N},1
,DD121167,Alias,DD121167,DD121167-{N},1
,AP101245,Alias,AP101245,AP101245-{N},1
,AP101244,Alias,AP101244,AP101244-{N},1
,AP101243,Alias,AP101243,AP101243-{N},1
,JZ231204,Alias,JZ231204,JZ231204-{N},1
,39080708,Alias,39080708,39080708-{N},1
,DK181006,Alias,DK181006,DK181006-{N},1
,AF201023,Alias,AF201023,AF201023-{N},1
,JA581239,Alias,JA581239,JA581239-{N},1
,GF121053,Alias,GF121053,GF121053-{N},1
,24201338,Alias,24201338,24201338-{N},1
,DP101162,Alias,DP101162,DP101162-{N},1
,DJ151040,Alias,DJ151040,DJ151040-{N},1
,JG131001,Alias,JG131001,JG131001-{N},1
,AP121057,Alias,AP121057,AP121057-{N},1
,22150456,Alias,22150456,22150456-{N},1
,CX141045,Alias,CX141045,CX141045-{N},1
,DG181024,Alias,DG181024,DG181024-{N},1
,22170117,Alias,22170117,22170117-{N},1
,DP101245,Alias,DP101245,DP101245-{N},1
,DS151058,Alias,DS151058,DS151058-{N},1
,05101056,Alias,05101056,05101056-{N},1
,05101057,Alias,05101057,05101057-{N},1
,06101213,Alias,06101213,06101213-{N},1
,JN131003,Alias,JN131003,JN131003-{N},1
,39105811,Alias,39105811,39105811-{N},1
,AL161191,Alias,AL161191,AL161191-{N},1
,DS151042,Alias,DS151042,DS151042-{N},1
,01100828,Alias,01100828,01100828-{N},1
,22170118,Alias,22170118,22170118-{N},1
,DK151017,Alias,DK151017,DK151017-{N},1
,DP101164,Alias,DP101164,DP101164-{N},1
,AB161186,Alias,AB161186,AB161186-{N},1
,AB171033,Alias,AB171033,AB171033-{N},1
,AB171037,Alias,AB171037,AB171037-{N},1
,AA151049,Alias,AA151049,AA151049-{N},1
,28101166,Alias,28101166,28101166-{N},1
,DS101152,Alias,DS101152,DS101152-{N},1
,DS161088,Alias,DS161088,DS161088-{N},1
,DS181017,Alias,DS181017,DS181017-{N},1
,FD211007,Alias,FD211007,FD211007-{N},1
,BF551043,Alias,BF551043,BF551043-{N},1
,BF551033,Alias,BF551033,BF551033-{N},1
,BF551044,Alias,BF551044,BF551044-{N},1
,AL151008,Alias,AL151008,AL151008-{N},1
,JB131022,Alias,JB131022,JB131022-{N},1
,DE151006,Alias,DE151006,DE151006-{N},1
,DK151028,Alias,DK151028,DK151028-{N},1
,BF131732,Alias,BF131732,BF131732-{N},1
,DT113819,Alias,DT113819,DT113819-{N},1
,JG131211,Alias,JG131211,JG131211-{N},1
,JE511241,Alias,JE511241,JE511241-{N},1
,BF511279,Alias,BF511279,BF511279-{N},1
,JA511216,Alias,JA511216,JA511216-{N},1
,JL511250,Alias,JL511250,JL511250-{N},1
,JL511221,Alias,JL511221,JL511221-{N},1
,JG511262,Alias,JG511262,JG511262-{N},1
,JL122008,Alias,JL122008,JL122008-{N},1
,JL122004,Alias,JL122004,JL122004-{N},1
,DK101126,Alias,DK101126,DK101126-{N},1
,JD551400,Alias,JD551400,JD551400-{N},1
,BF551064,Alias,BF551064,BF551064-{N},1
,JD531004,Alias,JD531004,JD531004-{N},1
,JG531031,Alias,JG531031,JG531031-{N},1
,24181161,Alias,24181161,24181161-{N},1
,DT181311,Alias,DT181311,DT181311-{N},1
,BF531043,Alias,BF531043,BF531043-{N},1
,DT181411,Alias,DT181411,DT181411-{N},1
,DH191013,Alias,DH191013,DH191013-{N},1
,JU131004,Alias,JU131004,JU131004-{N},1
,JY113015,Alias,JY113015,JY113015-{N},1
,DK151014,Alias,DK151014,DK151014-{N},1
,JL131211,Alias,JL131211,JL131211-{N},1
,24141135,Alias,24141135,24141135-{N},1
,BF191164,Alias,BF191164,BF191164-{N},1
,BF131706,Alias,BF131706,BF131706-{N},1
,AA201320,Alias,AA201320,AA201320-{N},1
,BH151009,Alias,BH151009,BH151009-{N},1
,BB181010,Alias,BB181010,BB181010-{N},1
,JF131016,Alias,JF131016,JF131016-{N},1
,JG131002,Alias,JG131002,JG131002-{N},1
,BF171041,Alias,BF171041,BF171041-{N},1
,DH101496,Alias,DH101496,DH101496-{N},1
,BH131817,Alias,BH131817,BH131817-{N},1
,JP151012,Alias,JP151012,JP151012-{N},1
,DK151081,Alias,DK151081,DK151081-{N},1
,DK151082,Alias,DK151082,DK151082-{N},1
,JZ401042,Alias,JZ401042,JZ401042-{N},1
,BF182663,Alias,BF182663,BF182663-{N},1
,BF131709,Alias,BF131709,BF131709-{N},1
,AB171015,Alias,AB171015,AB171015-{N},1
,AA101249,Alias,AA101249,AA101249-{N},1
,PF131237,Alias,PF131237,PF131237-{N},1
,JC151011,Alias,JC151011,JC151011-{N},1
,PF131227,Alias,PF131227,PF131227-{N},1
,JF131209,Alias,JF131209,JF131209-{N},1
,JL591045,Alias,JL591045,JL591045-{N},1
,JP181233,Alias,JP181233,JP181233-{N},1
,BF551032,Alias,BF551032,BF551032-{N},1
,22170337,Alias,22170337,22170337-{N},1
,AL161251,Alias,AL161251,AL161251-{N},1
,DK181093,Alias,DK181093,DK181093-{N},1
,JL151012,Alias,JL151012,JL151012-{N},1
,PA121045,Alias,PA121045,PA121045-{N},1
,JH121033,Alias,JH121033,JH121033-{N},1
,DT121036,Alias,DT121036,DT121036-{N},1
,JK121008,Alias,JK121008,JK121008-{N},1
,JG151021,Alias,JG151021,JG151021-{N},1
,DH181083,Alias,DH181083,DH181083-{N},1
,JF151036,Alias,JF151036,JF151036-{N},1
,22131014,Alias,22131014,22131014-{N},1
,15101171,Alias,15101171,15101171-{N},1
,CE181029,Alias,CE181029,CE181029-{N},1
,01180129,Alias,01180129,01180129-{N},1
,06181070,Alias,06181070,06181070-{N},1
,AB181020,Alias,AB181020,AB181020-{N},1
,AN101200,Alias,AN101200,AN101200-{N},1
,JG561010,Alias,JG561010,JG561010-{N},1
,DH161100,Alias,DH161100,DH161100-{N},1
,BF131040,Alias,BF131040,BF131040-{N},1
,DB111007,Alias,DB111007,DB111007-{N},1
,DD111018,Alias,DD111018,DD111018-{N},1
,JY351205,Alias,JY351205,JY351205-{N},1
,BF351203,Alias,BF351203,BF351203-{N},1
,JG351201,Alias,JG351201,JG351201-{N},1
,JD351207,Alias,JD351207,JD351207-{N},1
,JF351212,Alias,JF351212,JF351212-{N},1
,AN101258,Alias,AN101258,AN101258-{N},1
,AN111015,Alias,AN111015,AN111015-{N},1
,JY351200,Alias,JY351200,JY351200-{N},1
,AA111074,Alias,AA111074,AA111074-{N},1
,77839093000,Alias,77839093000,77839093000-{N},1
,DK111028,Alias,DK111028,DK111028-{N},1
,JA351209,Alias,JA351209,JA351209-{N},1
,YPA13022,Alias,YPA13022,YPA13022-{N},1
,YPA13021,Alias,YPA13021,YPA13021-{N},1
,YPA13020,Alias,YPA13020,YPA13020-{N},1
,YPA13010,Alias,YPA13010,YPA13010-{N},1
,YPA15003,Alias,YPA15003,YPA15003-{N},1
,YPA13018,Alias,YPA13018,YPA13018-{N},1
,YPA13007,Alias,YPA13007,YPA13007-{N},1
,YJL02003,Alias,YJL02003,YJL02003-{N},1
,YDT02004,Alias,YDT02004,YDT02004-{N},1
,YJZ16001,Alias,YJZ16001,YJZ16001-{N},1
,YPA13017,Alias,YPA13017,YPA13017-{N},1
,YPA13006,Alias,YPA13006,YPA13006-{N},1
,YPA15002,Alias,YPA15002,YPA15002-{N},1
,YPA13015,Alias,YPA13015,YPA13015-{N},1
,YPA13004,Alias,YPA13004,YPA13004-{N},1
,06151023,Alias,06151023,06151023-{N},1
,39052904,Alias,39052904,39052904-{N},1
,JB113006,Alias,JB113006,JB113006-{N},1
,JG171023,Alias,JG171023,JG171023-{N},1
,JA511218,Alias,JA511218,JA511218-{N},1
,JD561011,Alias,JD561011,JD561011-{N},1
,DJ181077,Alias,DJ181077,DJ181077-{N},1
,CS171008,Alias,CS171008,CS171008-{N},1
,JD131811,Alias,JD131811,JD131811-{N},1
,01101306,Alias,01101306,01101306-{N},1
,JU231205,Alias,JU231205,JU231205-{N},1
,24110401,Alias,24110401,24110401-{N},1
,24191105,Alias,24191105,24191105-{N},1
,JG131802,Alias,JG131802,JG131802-{N},1
,JG601007,Alias,JG601007,JG601007-{N},1
,22150243,Alias,22150243,22150243-{N},1
,JG181240,Alias,JG181240,JG181240-{N},1
,20191015,Alias,20191015,20191015-{N},1
,BF351809,Alias,BF351809,BF351809-{N},1
,DK201098,Alias,DK201098,DK201098-{N},1
,JF402404,Alias,JF402404,JF402404-{N},1
,JC201049,Alias,JC201049,JC201049-{N},1
,35191043,Alias,35191043,35191043-{N},1
,25191054,Alias,25191054,25191054-{N},1
,AA191036,Alias,AA191036,AA191036-{N},1
,DS191009,Alias,DS191009,DS191009-{N},1
,15191045,Alias,15191045,15191045-{N},1
,28191033,Alias,28191033,28191033-{N},1
,06190226,Alias,06190226,06190226-{N},1
,DS191008,Alias,DS191008,DS191008-{N},1
,05190302,Alias,05190302,05190302-{N},1
,05190301,Alias,05190301,05190301-{N},1
,JD181211,Alias,JD181211,JD181211-{N},1
,JB181212,Alias,JB181212,JB181212-{N},1
,DT181233,Alias,DT181233,DT181233-{N},1
,JW181201,Alias,JW181201,JW181201-{N},1
,DS191055,Alias,DS191055,DS191055-{N},1
,06190227,Alias,06190227,06190227-{N},1
,JK402402,Alias,JK402402,JK402402-{N},1
,JK402403,Alias,JK402403,JK402403-{N},1
,YPF19006,Alias,YPF19006,YPF19006-{N},1
,YPF19013,Alias,YPF19013,YPF19013-{N},1
,JH402404,Alias,JH402404,JH402404-{N},1
,DH191076,Alias,DH191076,DH191076-{N},1
,31191012,Alias,31191012,31191012-{N},1
,DU191025,Alias,DU191025,DU191025-{N},1
,DE151011,Alias,DE151011,DE151011-{N},1
,35191002,Alias,35191002,35191002-{N},1
,DS191041,Alias,DS191041,DS191041-{N},1
,AA101750K,Alias,AA101750K,AA101750K-{N},1
,18151019,Alias,18151019,18151019-{N},1
,15151078,Alias,15151078,15151078-{N},1
,JD402402,Alias,JD402402,JD402402-{N},1
,PA402419,Alias,PA402419,PA402419-{N},1
,PA402404,Alias,PA402404,PA402404-{N},1
,JC191016,Alias,JC191016,JC191016-{N},1
,PA402421,Alias,PA402421,PA402421-{N},1
,31191004,Alias,31191004,31191004-{N},1
,PA402444,Alias,PA402444,PA402444-{N},1
,JK402411,Alias,JK402411,JK402411-{N},1
,JY402401,Alias,JY402401,JY402401-{N},1
,PD402418,Alias,PD402418,PD402418-{N},1
,JP402401,Alias,JP402401,JP402401-{N},1
,31191018,Alias,31191018,31191018-{N},1
,JP402403,Alias,JP402403,JP402403-{N},1
,JP402402,Alias,JP402402,JP402402-{N},1
,DH191071,Alias,DH191071,DH191071-{N},1
,DZ191009,Alias,DZ191009,DZ191009-{N},1
,DP191023,Alias,DP191023,DP191023-{N},1
,JH402400,Alias,JH402400,JH402400-{N},1
,DU191063,Alias,DU191063,DU191063-{N},1
,JG402408,Alias,JG402408,JG402408-{N},1
,DD151005,Alias,DD151005,DD151005-{N},1
,DH191065,Alias,DH191065,DH191065-{N},1
,JL402405,Alias,JL402405,JL402405-{N},1
,PD402402,Alias,PD402402,PD402402-{N},1
,JF402412,Alias,JF402412,JF402412-{N},1
,JL402409,Alias,JL402409,JL402409-{N},1
,AA201278,Alias,AA201278,AA201278-{N},1
,PA402422,Alias,PA402422,PA402422-{N},1
,PA402440,Alias,PA402440,PA402440-{N},1
,JL402412,Alias,JL402412,JL402412-{N},1
,JL402410,Alias,JL402410,JL402410-{N},1
,PA402400,Alias,PA402400,PA402400-{N},1
,JL402400,Alias,JL402400,JL402400-{N},1
,JD402405,Alias,JD402405,JD402405-{N},1
,DJ191085,Alias,DJ191085,DJ191085-{N},1
,GF191026,Alias,GF191026,GF191026-{N},1
,PA402423,Alias,PA402423,PA402423-{N},1
,JK402401,Alias,JK402401,JK402401-{N},1
